Venus X	Venus Y
1.5949052570352394E10	-1.0668219813167508E11
1.0476269301813663E11	-2.8426687002361813E10
6.8507987869364456E10	8.470349761112445E10
-5.028895039891688E10	9.590065520317418E10
-1.0701571480694923E11	-9.428236178487198E9
-3.2831470910333843E10	-1.0238363247438734E11
8.128803740402481E10	-7.115023123367746E10
9.840513811507747E10	4.620876399528141E10
-2.953988043059818E9	1.0874671389165593E11
-1.0046915432713414E11	3.947276410003607E10
-7.495309103824644E10	-7.707648527700171E10
4.137088663242457E10	-9.93625007183544E10
1.0816416900718802E11	-1.5772740823222773E9
4.4954605225357544E10	9.911082068884227E10
-7.300461634250703E10	8.02781218620454E10
-1.017287066592418E11	-3.581084937233906E10
-6.955854625083222E9	-1.073422506553534E11
9.590775178086932E10	-4.889634118154289E10
8.350280794962556E10	6.913005931202863E10
-3.0356853863394924E10	1.0446423679932741E11
-1.0755012601997928E11	1.3008739347926247E10
-5.395074169756121E10	-9.3390194889467E10
6.4175944429961754E10	-8.618709107483223E10
1.0481791148472682E11	2.5099977647638554E10
1.8530060683364063E10	1.0700255966500517E11
-9.11022729610614E10	5.9272730057944984E10
-9.004391542079314E10	-6.022286808400924E10
1.936583025358416E10	-1.0594312261942932E11
1.0464454654193765E11	-2.3903927204761997E10
6.341721180276791E10	8.745416505389839E10
-5.5773004399095436E10	9.327838993371225E10
-1.0774947836109477E11	-1.4532965782453003E10
-2.952112408327274E10	-1.0414845653291315E11
8.312265836810393E10	-6.7966240459591934E10
9.506548372457236E10	4.998188948504089E10
-8.968006557587412E9	1.0788732242054832E11
-1.0327836894417783E11	3.426047367543383E10
-7.258424669076332E10	-8.107173027493362E10
4.4625886476923E10	-9.824150712027837E10
1.0709431856196762E11	2.342697350409207E9
3.952120485059717E10	1.0009247182715137E11
-7.745561713856696E10	7.596028829646133E10
-1.0093469639757262E11	-4.1327668285606926E10
-3.057568720721754E9	-1.0861276567549956E11
9.718589815852005E10	-4.5730863777841194E10
7.964351856081172E10	7.160984711362462E10
-3.563661846968791E10	1.0181081370614359E11
-1.0862129911693158E11	6.974148895305583E9
-5.03049138909303E10	-9.693995850773007E10
6.744399391663205E10	-8.454698854340121E10
1.0321703645195735E11	2.8418566594986515E10
1.3434704696653849E10	1.0640544745292426E11
-9.390217977834496E10	5.382208027424111E10
-8.747340647671895E10	-6.5489810234001335E10
2.3902982651591534E10	-1.0631947697648605E11
1.0556562771605923E11	-2.0592353083264572E10
5.951561336315584E10	8.885431159871313E10
-5.9763304212331985E10	8.936895858132469E10
-1.0682120607581583E11	-2.062025343530016E10
-2.4653437859594135E10	-1.0663851428151431E11
8.63550866936472E10	-6.549948564249498E10
9.315338880755693E10	5.290513445536434E10
-1.3307482255108118E10	1.0616357311134145E11
-1.0418592892774455E11	2.84353887856155E10
-6.834803654201452E10	-8.53517573381477E10
4.9547362797362495E10	-9.727166931932967E10
1.075841462349343E11	6.019989086248383E9
3.578871760422655E10	1.0074077213096107E11
-7.997132970391096E10	7.146532959000558E10
-9.816787165329234E10	-4.6681017197472305E10
2.6122400963463845E9	-1.0948489144140053E11
1.0002399520094626E11	-4.2182005944629295E10
7.735046194263905E10	7.434194912624672E10
-3.915295155352377E10	9.944812433572594E10
-1.0782496412402245E11	1.51786453881843E9
-4.495232646546957E10	-9.961273314286484E10
7.214045789469342E10	-8.196325014490985E10
1.029172387662259E11	3.254797064256658E10
9.752828458835432E9	1.0654826876404703E11
-9.514368814388087E10	4.929217635017721E10
-8.343024517377138E10	-6.952198431603423E10
2.9613906447806408E10	-1.0531275023710005E11
1.0742717173184537E11	-1.600121020246863E10
5.6563795583036644E10	9.13829055045648E10
-6.265611746508654E10	8.663892257417549E10
-1.047906355401203E11	-2.5263720741308044E10
-1.894089065806043E10	-1.0747088386991216E11
9.012090668721889E10	-6.142123803532159E10
9.166898793423454E10	5.7242367053707794E10
-1.7106275514380919E10	1.0577462063546729E11
-1.0447093149981174E11	2.4120267094155277E10
-6.366284249882085E10	-8.788373793627626E10
5.459142603548367E10	-9.452693193875139E10
1.0798531096240382E11	1.1277280984141312E10
3.2007830803110683E10	1.0277318262589705E11
-8.239334901762898E10	6.8399064751711784E10
-9.53669183831791E10	-5.038809151417964E10
8.027680594885731E9	-1.0861525847457062E11
1.0232817141730334E11	-3.704445062241149E10
7.446860933241817E10	7.840180392197517E10
-4.310900654143857E10	9.831471389327495E10
-1.0740599401406706E11	-2.5558065729264026E9
-4.017708726077892E10	-1.007536067634331E11
7.596021808415964E10	-7.792986143344011E10
1.0160076775560857E11	3.785052587136819E10
5.163293285267532E9	1.0764660888576611E11
-9.714131869853993E10	4.575758699498241E10
-8.021359179123773E10	-7.238963616510814E10
3.422498337527386E10	-1.0313268526204066E11
1.0797970217923074E11	-1.0480838491336462E10
5.235080012759915E10	9.455377557060663E10
-6.6617480470638374E10	8.4479325161962E10
-1.037746745207741E11	-2.919434337179266E10
-1.443748740815087E10	-1.0750300873720952E11
9.243430509699002E10	-5.67087126947332E10
8.870119676006662E10	6.189799634744498E10
-2.2195951631366867E10	1.0552321309865846E11
-1.0588659940422002E11	2.002018003748927E10
-6.019948111682869E10	-9.005991231556349E10
5.817680175061204E10	-9.149737629413751E10
1.0682593849191666E11	1.65321899779901E10
2.6816875964438576E10	1.0454048194167754E11
-8.59884995122563E10	6.5052491115203316E10
-9.370325770336623E10	-5.4214737424162476E10
1.211673238398225E10	-1.0783719693786752E11
1.0315372156048187E11	-3.2220466207782715E10
7.019174506242061E10	8.184681923534917E10
-4.819617773495957E10	9.644949284447672E10
-1.0795586896277113E11	-7.230236992615028E9
-3.647288567542021E10	-1.0237427179547215E11
7.853146701515099E10	-7.449900631488628E10
9.904304278177988E10	4.226028015600642E10
-4.189353780645601E8	1.076540549369546E11
-9.98715878905773E10	4.119935216993131E10
-7.770819531338393E10	-7.610922352552429E10
3.7966758039860535E10	-1.017997566528789E11
1.0758433289223409E11	-6.03680226054155E9
4.737280775391484E10	9.639003073949173E10
-7.103188086996155E10	8.096803398235718E10
-1.0307268561755708E11	-3.4291890862076496E10
-1.03458219396006E10	-1.0858860205594527E11
9.420755936230708E10	-5.317450617403847E10
8.527973332765518E10	6.511557140499356E10
-2.7429127789483303E10	1.0372622158762016E11
-1.0719865030688818E11	1.4532371765604076E10
-5.66399653054252E10	-9.342564893199416E10
6.1714921155148094E10	-8.966290406811717E10
1.056089434860875E11	2.0381852969642803E10
2.1812901714222664E10	1.0473502331366803E11
-8.908206234443634E10	6.022505852276385E10
-9.143977178838435E10	-5.926916828827711E10
1.66815611171659E10	-1.081671522638478E11
1.0436768536519875E11	-2.8627218385445667E10
6.645335576857294E10	8.38760183699188E10
-5.242611607404063E10	9.317984685853993E10
-1.074486188159402E11	-1.3054997588842596E10
-3.1777788858349735E10	-1.049118190220926E11
8.194625139261159E10	-7.198994907802339E10
9.736275356798288E10	4.558334121715563E10
-4.861025836878417E9	1.065143346899297E11
-1.0119837271879773E11	3.5705466979074265E10
-7.379182874323624E10	-8.045364874896336E10
4.295445266448772E10	-1.0097106975224603E11
1.083519715689802E11	-2.195199401459023E9
4.371315189118656E10	9.750638503081453E10
-7.384694038593204E10	7.685608144490033E10
-1.0067784083647148E11	-3.9659389321815865E10
-4.717109427622795E9	-1.0971149906541048E11
9.734315090634044E10	-4.968529846262696E10
8.324229608260567E10	6.8156860330531296E10
-3.1048513470607193E10	1.0176533140907596E11
-1.067305097125098E11	9.163221147469313E9
-5.140882965874343E10	-9.63580987919691E10
6.669043966217713E10	-8.730270666290646E10
1.0572250559370856E11	2.4646532907860767E10
1.8271388661867535E10	1.0526447792956241E11
-9.052217819369382E10	5.5905190604041695E10
-8.75486723214523E10	-6.348176834135543E10
2.2618070800900974E10	-1.0746176806583873E11
1.0673239513801175E11	-2.406221122050332E10
6.388129284505017E10	8.674145665946815E10
-5.53195305523706E10	9.080348395920302E10
-1.0555784961891342E11	-1.770168190089726E10
-2.59185796710673E10	-1.060105338537396E11
8.622519478864789E10	-6.803423038097353E10
9.64347579540138E10	5.01886538903771E10
-8.436254834327329E9	1.0659195548092397E11
-1.0155573421846356E11	3.1616493866302715E10
-6.905428714907169E10	-8.311476763237206E10
4.843374832954355E10	-9.837909401842953E10
1.0939200195787483E11	3.255992604750363E9
4.035134049745266E10	1.0006835558745251E11
-7.622827034745592E10	7.424800884128047E10
-9.78962916355917E10	-4.327310834611467E10
1.0006608953592111E9	-1.0893666961491214E11
1.0027243322185506E11	-4.441636437000436E10
8.092612794706026E10	7.27520252039388E10
-3.482168526588711E10	1.0127974579215092E11
-1.0635994129071039E11	5.4392321687174225E9
-4.648790406246687E10	-9.74576131501054E10
7.102811379313841E10	-8.316186889175867E10
1.0503439739187834E11	3.044511874223946E10
1.4010333385736671E10	1.071362305216038E11
-9.25476038081944E10	5.29846468073603E10
-8.433094996683168E10	-6.6110215772632324E10
2.758741246088283E10	-1.0513685789284903E11
1.0788132238431567E11	-1.809484674248167E10
6.010040514581537E10	9.072783029023679E10
-5.925394827424172E10	8.947766333905974E10
-1.0467669757220148E11	-2.115106131317007E10
-2.1282510994654217E10	-1.0581290063718008E11
8.900228244449039E10	-6.29254846014184E10
9.39235108031043E10	5.563492420361514E10
-1.3436435474634373E10	1.0731634602163571E11
-1.0319774460235194E11	2.824288066053345E10
-6.570341834178051E10	-8.492199432174243E10
5.226454251325277E10	-9.498954774202303E10
1.0862815890340619E11	9.215959669667967E9
3.529181077404416E10	1.02858591797061E11
-8.009874818259036E10	7.182896752903444E10
-9.657705229867094E10	-4.655283051913564E10
5.050333846353769E9	-1.077920890557301E11
1.01337031193313E11	-3.899849691326358E10
7.67844125331958E10	7.717500027671924E10
-4.01900127908867E10	1.0047530212794556E11
-1.0743490017987329E11	1.497353894268556E9
-4.3119256371408325E10	-9.866072471898459E10
7.3604465084185E10	-7.924456421964502E10
1.0254576682344391E11	3.570917984058876E10
8.157718620468878E9	1.0823842820504106E11
-9.592450929125835E10	4.93247926075051E10
-8.245341980636388E10	-6.931990676225816E10
3.104231565594763E10	-1.0340235159207776E11
1.0740900283836469E11	-1.2960181961926935E10
5.483937332872132E10	9.358728880609497E10
-6.43719314281663E10	8.695430492456808E10
-1.0483900316942839E11	-2.564326203030118E10
-1.7796589971136776E10	-1.0656611617337997E11
9.048642012474866E10	-5.8911159296682236E10
9.017174859028299E10	5.9696671069384125E10
-1.9388788895092285E10	1.064880666889956E11
-1.055355122668893E11	2.3424564114193703E10
-6.304966760132385E10	-8.800245851168764E10
5.5254895083175476E10	-9.289840127677892E10
1.0699569461663246E11	1.3641316374907452E10
2.9590891064216908E10	1.0388390804467574E11
-8.428867103220802E10	6.766853057978286E10
-9.545117352439459E10	-5.136771244055464E10
8.79968862526512E9	-1.0808096412929097E11
1.020051672734742E11	-3.5159801726649025E10
7.238617904104817E10	7.978308500940024E10
-4.5486256668761375E10	9.780343844376398E10
-1.0820618579913005E11	-4.115299555589376E9
-3.9476042925845985E10	-1.0133080318515424E11
7.63214934842862E10	-7.681674016544266E10
1.0023283283332993E11	3.9281386441569115E10
2.7591504530590916E9	1.0752988030645665E11
-9.854553744568982E10	4.400328992752141E10
-7.976120832707423E10	-7.391994825710146E10
3.5174152433613655E10	-1.0295519959468683E11
1.0755486531619472E11	-9.238383731895973E9
5.037671111750915E10	9.488312939493654E10
-6.837142763846469E10	8.293696388230602E10
-1.0372634288172755E11	-3.133267017417894E10
-1.3142514892789223E10	-1.0829640973312794E11
9.300373533139792E10	-5.590135590546734E10
8.751741939434518E10	6.260669687468324E10
-2.397315666607818E10	1.0449533385840628E11
-1.062753893627597E11	1.7698851216742058E10
-5.884390438716357E10	-9.167796505989967E10
5.9610679370633026E10	-9.131314083332065E10
1.0667235638693959E11	1.744972746587721E10
2.5379725346130806E10	1.0421580029848753E11
-8.673462917831946E10	6.298772039191726E10
-9.254337598428148E10	-5.636394662105943E10
1.4139915378953289E10	-1.0834124407635509E11
1.040874820045759E11	-3.1331423051355583E10
6.94559041870138E10	8.225362623459033E10
-4.909091765069516E10	9.506078221223285E10
-1.0718232801886644E11	-9.493152448302803E9
-3.419732292348772E10	-1.034768426741401E11
8.042141425248932E10	-7.3812641522827E10
9.921702662112653E10	4.329693535599187E10
-1.191663115723315E9	1.0721841945946092E11
-9.95689652037994E10	3.929414451972749E10
-7.55658082153725E10	-7.759046063562204E10
4.052389132552468E10	-1.014425116828629E11
1.0871249854531181E11	-4.558122521365984E9
4.696751232486216E10	9.70059214643051E10
-7.115875449944702E10	7.983519160701161E10
-1.0141068350037985E11	-3.5817929070319244E10
-7.551515558767433E9	-1.0861477068102953E11
9.616857834752003E10	-5.15353993769922E10
8.543904797931793E10	6.669016637225208E10
-2.785187838263221E10	1.0363335804991219E11
-1.0623834671574838E11	1.330669690703168E10
-5.405095969465622E10	-9.377610815377722E10
6.422372272791945E10	-8.813381135672313E10
1.0642400780492638E11	2.2655841229785103E10
2.1308925872876255E10	1.0578805486185255E11
-8.891322700760251E10	5.9635442606217674E10
-8.945572527004045E10	-5.979573519567412E10
1.9357240272308895E10	-1.0694799785476965E11
1.0577998433114711E11	-2.600979623885026E10
6.6106414894192276E10	8.597437007100015E10
-5.2963038230376076E10	9.35134249252219E10
-1.0639721125358252E11	-1.3495831366855057E10
-2.9386158879081722E10	-1.0410542594143991E11
8.375182957326854E10	-6.938722174417998E10
9.730636103596503E10	4.846334552408477E10
-5.917231943702721E9	1.0787144491657425E11
-1.0123416427646938E11	3.5629848554894005E10
-7.21254308409476E10	-8.004477355133664E10
4.483436090415529E10	-9.872795308393452E10
1.0863248973428635E11	1.0748943048418596E9
4.237647717059696E10	9.980398358324638E10
-7.494334126472005E10	7.735960361284254E10
-1.0006869093969142E11	-3.952367236378953E10
-3.154568330765508E9	-1.0808135113087079E11
9.78954529592829E10	-4.650372379778379E10
8.190529852527278E10	7.11262614691632E10
-3.2994619696040165E10	1.0296540845582863E11
-1.0732834911430446E11	9.201697854674553E9
-5.049938969759773E10	-9.545585492402269E10
6.735130141067824E10	-8.462611647040167E10
1.0459460377885387E11	2.7888342639265465E10
1.5817503787316399E10	1.0713595831097594E11
-9.2294958031298E10	5.6063788572848206E10
-8.75667350909726E10	-6.329223857158332E10
2.316961211838495E10	-1.0561130630407379E11
1.0591756345829951E11	-2.098380557347667E10
6.1296129492759964E10	8.909920066258096E10
-5.8036989032210175E10	9.127108571835757E10
-1.0668069447965305E11	-1.8054632998745644E10
-2.577100052228764E10	-1.0519160889659259E11
8.570934284786188E10	-6.556967917044005E10
9.40417519999333E10	5.272093634499953E10
-1.1748362889309736E10	1.0742480621243625E11
-1.0376516222771046E11	3.0942428177159184E10
-6.956403840379385E10	-8.335720373536598E10
4.8093943393235886E10	-9.690755936604996E10
1.0744789395964793E11	5.5600287814566145E9
3.6881148630854195E10	1.012051190261205E11
-7.932561609478809E10	7.348161846780301E10
-9.920723017007446E10	-4.445261850541012E10
6.478809436448333E8	-1.0868547943114882E11
9.890837954095038E10	-4.276802010880412E10
7.776990523558191E10	7.399512871519394E10
-3.842207009203886E10	1.0063681421395953E11
-1.0847707943202673E11	3.596092652285692E9
-4.703317831683626E10	-9.846004890543864E10
7.025336145502657E10	-8.247927470220453E10
1.0255282693189923E11	3.1528379817671753E10
1.0384589065313892E10	1.067240641555007E11
-9.531039319997458E10	5.083641830052269E10
-8.523388804267157E10	-6.821145771091551E10
2.7302500359441635E10	-1.0561204283560191E11
1.0630482978455032E11	-1.74470738410306E10
5.691335204511598E10	9.054071100138518E10
-6.235294924014987E10	8.736805374980345E10
-1.060209842324746E11	-2.402272114957682E10
-2.128770668699347E10	-1.0748457443228555E11
8.840737642252678E10	-6.300020533209095E10
9.158956866344548E10	5.5551676650564476E10
-1.6476798308928665E10	1.0549987496559204E11
-1.0492896283888812E11	2.499214066970107E10
-6.563168850158557E10	-8.764202705553961E10
5.256678306693967E10	-9.597137314813362E10
1.0743360175339458E11	9.035011106019848E9
3.2756607862734364E10	1.0149226968528026E11
-8.204657451385342E10	6.863472017785273E10
-9.659742962627852E10	-5.001855565151575E10
6.051919723377472E9	-1.0971781476880269E11
1.0138140292936664E11	-3.949209981258714E10
7.5165861473786E10	7.62737024621337E10
-4.2055218757880745E10	9.776134886719518E10
-1.076679454168135E11	-2.251261175083918E9
-4.171902583424923E10	-1.0140471099316844E11
7.479471676451535E10	-8.020006263896811E10
1.0208540406605661E11	3.5189911987352844E10
6.698409230817467E9	1.0628177311708101E11
-9.637239990977742E10	4.579500848995027E10
-8.098709650210121E10	-7.259838114684901E10
3.311057464695531E10	-1.0490522328328745E11
1.0818559766674974E11	-1.326558200950057E10
5.407579911614645E10	9.250783172343248E10
-6.493294427142508E10	8.408169948361623E10
-1.0358099740964105E11	-2.9060029833672825E10
-1.5245556864543575E10	-1.0858376680775552E11
9.23888451643098E10	-5.92326557992585E10
9.034646934574046E10	5.9434128018892105E10
-1.985858051662698E10	1.0460285411385944E11
-1.0464512788426912E11	2.0297005394978283E10
-6.0406703437067604E10	-9.037521665765129E10
5.801300192967885E10	-9.339855955232109E10
1.0819629405993668E11	1.4003260488875994E10
2.9461291068110798E10	1.0314332710715585E11
-8.380701027214142E10	6.525806328981464E10
-9.309595350642235E10	-5.3838872267575005E10
1.2038181247943333E10	-1.0885066198192427E11
1.0415183161939459E11	-3.4423401330467E10
7.280505816032828E10	8.014702117298882E10
-4.531653831313512E10	9.644788878736787E10
-1.0645626570240878E11	-6.327900262898634E9
-3.624287319866583E10	-1.0238075406450378E11
7.91680899957517E10	-7.600370309853764E10
1.0129737107186249E11	4.054030531581981E10
2.774349262495176E9	1.0737135663625339E11
-9.755987013905421E10	4.238147501304789E10
-7.699454913375401E10	-7.514755725209122E10
3.83427017745236E10	-1.0233581054886244E11
1.09256551663812E11	-7.437425215139527E9
5.04444839675705E10	9.587619436989806E10
-6.815042895935347E10	8.21645350393317E10
-1.0177962775170143E11	-3.2558509162299618E10
-1.0088338948910168E10	-1.0804479731048756E11
9.519609500075342E10	-5.39794753377347E10
8.785654424141396E10	6.450244104680023E10
-2.433549561330493E10	1.0473408438451862E11
-1.053508797591801E11	1.6727286578661802E10
-5.6312011091029785E10	-9.184208006524869E10
6.204617888152211E10	-8.962465208361256E10
1.0739030052588002E11	1.9882652532460308E10
2.4706340880403763E10	1.0544425303986392E11
-8.684243739264162E10	6.2524806385599556E10
-9.088650216299228E10	-5.686694905360843E10
1.6500004643718033E10	-1.0717145821874315E11
1.0518829117224268E11	-2.877693304919114E10
6.874759701931828E10	8.428357869040482E10
-5.005993710106007E10	9.527599920394826E10
-1.0661667913457967E11	-1.014613272781095E10
-3.228605365855101E10	-1.0299855318454497E11
8.179800439428818E10	-7.159500829863226E10
9.873082372137134E10	4.578478758458115E10
-2.725984231331451E9	1.0813690254779778E11
-1.0011410386961987E11	3.868623345522547E10
-7.439526283418484E10	-7.783056364780254E10
4.197759095711495E10	-9.993619222895692E10
1.0862422502074379E11	-2.05075476110652E9
4.526110760596451E10	9.851943658775806E10
-7.265036795567778E10	7.947604976806267E10
-1.0116257946717519E11	-3.66714252857794E10
-6.253070876661323E9	-1.0805361000869128E11
9.653245677166255E10	-4.944996636109492E10
8.396036661197787E10	6.854405014997337E10
-2.9933443512014465E10	1.0368834128773161E11
-1.0695994632405518E11	1.2098362147998388E10
-5.316200911359851E10	-9.422057157254141E10
6.497747695672243E10	-8.682479327958847E10
1.0546049899365776E11	2.4527931756877365E10
1.9063338934231625E10	1.0628345386052759E11
-9.046076269010857E10	5.8370959888846405E10
-8.917889545767426E10	-6.112105682858483E10
2.0334384271601395E10	-1.066611169511096E11
1.0551015854929579E11	-2.4476644933094826E10
6.412621821361969E10	8.68193178222031E10
-5.5041018160686844E10	9.244992891470683E10
-1.0680938423511931E11	-1.5429319769789953E10
-2.841576815940126E10	-1.0490979171334488E11
8.420860061103432E10	-6.8544332121307465E10
9.600061023652145E10	4.94450126029624E10
-8.098599773751237E9	1.0719821116175447E11
-1.0225129799449344E11	3.3434800646091873E10
-7.133671813991887E10	-8.182355378030608E10
4.5934432704656494E10	-9.878028848801398E10
1.0827070037746419E11	1.9327433770983667E9
4.056387576645087E10	9.959712523953535E10
-7.634241057888696E10	7.529855964514244E10
-9.959996429207953E10	-4.199425079449663E10
-1.584560331047771E9	-1.0908526124129231E11
9.858284944817607E10	-4.600208176835978E10
8.087146357553844E10	7.134172580078955E10
-3.443152041534412E10	1.0139109915212251E11
-1.0724541222817923E11	6.478915114807453E9
-4.8743765036646225E10	-9.73049164766312E10
6.900713264992409E10	-8.467724018798502E10
1.0460466075604836E11	2.8391942964101494E10
1.470107717503549E10	1.0626618127782079E11
-9.253548921437967E10	5.354474229439223E10
